# Monte Carlo Subset of Amateur Radio Paths
# Source File: ham_data/20181215_14000-14350kHz_hamSpot.pkl.bz2
#
# Date: 15 December 2018
# Frequency Range: 14.000 - 14.350 MHz
#
# Region: CONUS
#   Lat Limits: (20, 55)
#   Lon Limits: (-130, -56)
#
# N Paths: 3000
# np.random.default_rng() seed: 4888015518515571309
#
call_sign_tx,txlat,txlon,call_sign_rx,rxlat,rxlon,pthlen,latcen,loncen,azm
N2MGT,43.5,-77.0,N3JHS,40.5,-75.0,372.24939368780406,42.00433726235861,-75.97641969727435,152.97049438682006
N2MHS,34.8542,-82.875,NT4X,36.5604,-82.1875,199.61606388841645,35.707788648247394,-82.53492912813397,17.91789939941492
N2MN,40.1875,-74.0417,N2SG,28.4375,-81.2083,1461.6637172676176,34.36446603167942,-77.87696715807189,208.8409840624197
N2NCB,42.1021,-76.2625,W3HMS,40.2104,-76.9958,219.1207788267723,41.1568311830665,-76.63444115937443,196.51273812984354
N2NVP,28.2708,-82.7083,KF9KV,42.8104,-89.6292,1732.1765514158328,35.58965995999715,-85.85302084654045,340.78133968142475
N2OO,39.6458,-74.2917,KJ0R,34.4375,-77.625,650.1948813343229,37.05329401026405,-76.0155742962212,208.07972315857285
N2OWD,40.5625,-74.625,W3GLD,40.1396,-74.8458,50.61003013786654,40.351102481695214,-74.735746153238,201.7689193376343
N2PPI,40.6521,-73.5208,K8JDC,39.7604,-84.0792,901.5556504693992,40.326364061565215,-78.83482257537355,267.12123491881533
N2PPI,40.6521,-73.5208,VE4AMP,49.8854,-97.1375,2101.26429396378,45.87722348236191,-84.35286277520167,307.1554146634832
N2PPI,40.6521,-73.5208,WV8DH,38.3958,-81.7917,752.0959243490552,39.597274559343965,-77.72355577172678,253.19076547885257
N2QGV,28.6104,-81.2958,AC9QR,43.5188,-88.2292,1769.3555632301334,36.11409834916907,-84.43177221976791,341.38025431103864
N2QGV,28.6104,-81.2958,WB2WDC,43.1104,-77.5458,1646.8806315642782,35.87484630319831,-79.59327694792466,10.765095801204097
N2RKL,43.1458,-76.125,N4MIK,35.9813,-84.1292,1050.3636025316775,39.63206923688883,-80.33443781017148,223.35854154619153
N2SLO,40.8896,-73.2375,KI4BQ,38.0813,-85.8458,1125.0197923579697,39.656028148499566,-79.66948239393035,257.9848238886218
N2SLO,40.8896,-73.2375,N5WXY,30.0188,-91.7125,2057.1818845613284,35.806680167426094,-83.1063507583094,239.84862140792188
N2TIM,44.78,-89.68,NY0J,36.6042,-93.2917,958.4777575667982,40.70611831239498,-91.59686616970775,199.71923443225708
N2UIF,42.8021,-73.6292,KB2GCG,39.6688,-75.7458,390.74948850720125,41.240292328828254,-74.71287354903713,207.63371305748734
N2UQC,41.5457,-73.9161,SWLEM64,34.8125,-86.7916666666667,1349.4215875958098,38.35495816218298,-80.6529310235651,240.48921906195486
N2UZ,28.9104,-81.9875,KK6YA,35.6042,-78.7083,805.5085287661651,32.26787643771659,-80.408432750725,21.643406811945056
N2UZQ,42.7708,-73.9583,WA5PSA,36.5,-97.0,2084.7222138445068,40.20813589682353,-86.00903278557145,258.2090002301883
N2W,42.5,-73.0,KK4SIB,28.7521,-82.5208,1751.5057166979057,35.719139762442715,-78.17259127957088,212.28821812726977
N2XK,40.0188,-74.8792,N4BAK,33.8313,-79.0375,780.7831825800554,36.94314342130853,-77.0428376231487,209.52029950559339
N2XW,39.7292,-74.2917,NY1AM,43.0625,-78.7917,527.3626453894823,41.41775700187515,-76.48396125844066,316.10789214932225
N3ADF,38.9813,-76.7875,N3XX,33.4792,-84.125,897.9844043720167,36.286234734863655,-80.58559442868791,229.31230845188045
N3ALN,39.1396,-77.0792,KN4MRB,32.3125,-81.2083,845.447920411205,35.74365521063065,-79.23236320101198,207.38208054786332
N3BL,41.0208,-73.7917,W8NSA,45.3125,-85.0417,1028.363417907425,43.3044969887222,-79.21837065415046,301.38742363153625
N3CAN,43.4604,-71.1708,KF2FK,41.0188,-73.7958,346.95494656470134,42.24707958583728,-72.50870101265474,219.40764237956995
N3CY,34.2188,-85.5875,AA2IL,32.9792,-116.7917,2882.073351378467,34.597475438176126,-101.30459123521719,276.12201182632793
N3DF,39.7604,-84.2125,KE5PXT,29.9604,-95.6875,1508.5999432751207,34.99499079064952,-90.2937789260511,227.28419433744398
N3EKV,41.5,-77.0,KW4RTR,33.2708,-86.9583,1267.688290579415,37.48964241873681,-82.25354770064799,227.0088515667251
N3EMC,39.3313,-76.4292,AC8FG,37.7813,-81.1792,447.4729744746112,38.58029828142454,-78.82982116801547,248.84315779423451
N3GBJ,39.8958,-75.2917,NA9J,26.8896,-82.0458,1575.025176084597,33.43821560891272,-78.92280086896426,205.38159751678327
N3GJ,40.5754,-79.722,K9BPS,44.3542,-88.125,806.6380687918931,42.54153030155755,-83.79642544755973,304.1570537438902
N3GJ,40.5754,-79.722,K9GJN,42.5,-89.0,800.8523420027118,41.63101475611619,-84.29181889329807,288.53707911814655
N3GJ,40.5754,-79.722,WW3A,29.0813,-81.3458,1286.580254065879,34.831033734465755,-80.59075495272118,187.0923102003992
N3HCN,39.8291,-76.6158,KQ0J,27.7188,-82.3458,1446.1381990619268,33.80690507837489,-79.68422008434129,203.12497674235522
N3HCN,39.8291,-76.6158,VA5DAK,52.1729,-106.6292,2665.805021970653,46.980789994721775,-89.90298344965427,310.9768913010093
N3HIR,40.5,-77.0,AB3LZ,40.5313,-75.4875,127.9027952186594,40.51811502384145,-76.243926531181,87.94950597853165
N3HIR,40.5,-77.0,K7RE,29.6458,-98.9583,2324.6313302496974,35.56992647002116,-88.72055445793713,245.60805182123497
N3IMT,39.8813,-75.8842,KN4AMX,30.8188,-88.3458,1511.4304938610417,35.50988886543501,-82.46665669048984,232.04704278204747
N3KUN,38.3313,-76.7958,N1DH,41.9375,-70.875,643.2654773212507,40.17208423446013,-73.914042806295,49.576423727369274
N3LFC,40.8604,-79.8875,K0WNV,38.9688,-90.9792,968.3514336984218,40.04692723067388,-85.51018194405499,261.0682684158282
N3LFC,40.8604,-79.8875,N0VEP,39.0104,-94.2625,1241.2934819739937,40.157992222280946,-87.17266516358777,265.15040732553814
N3MTE,39.0585,-76.8481,AB4EJ,33.4313,-87.5875,1147.243158375194,36.3649793839432,-82.41183087791495,240.26033612205487
N3MVX,40.3188,-80.0292,N6GR,29.8125,-95.7083,1839.217517036001,35.317975515488804,-88.37785072754535,235.45062742916127
N3OGT,40.3813,-77.8792,KE4CMA,35.1458,-85.0417,856.9490888324657,37.81771563114883,-81.5874546479952,229.48707212099572
N3OWM,26.7708,-80.125,KC1IOK,42.4521,-71.6625,1905.4437499553044,34.68392749316159,-76.29660342433756,21.62455770891944
N3PDT,39.09,-94.58,N6LZ,33.6875,-117.875,2163.1485472494624,36.959105666047684,-106.63815251165838,261.1249418130488
N3PJA,40.8444,-81.378,KC9GFR,40.0896,-87.6292,535.3171273916333,40.50911891141449,-84.52118095183963,263.02031812123687
N3PSU,40.3521,-79.9792,W0GLB,38.7708,-104.7083,2120.2529787096255,40.22300528546971,-92.48694765508846,273.28115710131925
N3QA,39.29,-76.11,N9CQC,41.2708,-85.2917,808.9685252605328,40.37121729426251,-80.6334466934341,288.729479743531
N3QA,39.29,-76.11,NS9I,44.5,-87.0,1070.0821850722257,42.02361430251656,-81.33209133847089,306.2879110809501
N3QE,39.5,-77.0,KM4WMC,27.7104,-82.2958,1398.9580972505662,33.63328747313806,-79.82970513215699,202.0324616197974
N3RD,40.1313,-75.5125,KM4AF,34.6875,-82.9583,893.1888096358336,37.46774495003946,-79.3709584890531,229.68932739159817
N3RJ,40.2708,-76.375,NU4N,37.0208,-88.7083,1129.251628335479,38.807993886372245,-82.68207661220961,255.28691341725442
N3RJ,40.2708,-76.375,W0KIT,38.7521,-104.8792,2440.562835823638,40.39301984217199,-90.78617162193743,275.3119256831976
N3RSD,39.7852,-75.6116,K9UO,40.4313,-84.9792,799.5205120534158,40.202710187663115,-80.27310547098617,278.1629564230995
N3RSD,39.7852,-75.6116,KK9O,26.9188,-80.0958,1489.498781634746,33.37204334108838,-78.02017659325624,197.51257097803992
N3RSD,39.7852,-75.6116,W4JOV,30.6458,-87.875,1505.246314420367,35.37002277528782,-82.09053536002948,231.3244827090752
N3RTE,39.6631,-77.728,AA2UP,32.3542,-106.7083,2716.788770591977,36.89177978617114,-92.90543924100615,261.700514774163
N3SL,42.5832,-96.3727,KC9UQR,42.5,-89.0,603.902734658766,42.60072175949344,-92.68389046702028,88.38197886301612
N3TIN,40.6042,-79.7083,N6RY,33.6458333333333,-112.458333333333,2985.9648986665875,38.27033522078212,-96.85810686535514,265.553201506248
N3ZN,40.4926,-79.7595,AE5TC,32.5,-97.0,1774.3492996379885,36.807197846507755,-88.82869793735502,245.40101210243455
N4A,51.5,-81.0,K0XL,45.6458,-94.2083,1166.9511971703223,48.76142814675074,-87.98850974260131,241.28054330067488
N4ADC,42.4487,-71.5762,KE5GOL,29.6104,-95.1208,2539.6616327768543,36.60681383227051,-84.32551411276806,243.47424598008354
N4ADC,42.4487,-71.5762,KP3G,18.1875,-65.9583,2749.4636851395003,30.347650197461267,-68.4139089172417,167.15334924035585
N4AHO,34.7688,-83.0625,N4DOU,33.8896,-81.2375,194.00855105504417,34.33258414150589,-82.14521842706043,119.74100837537208
N4AWP,34.9273,-79.7161,K9IO,42.2813,-87.9625,1086.1685642587263,38.67653094996383,-83.62737700354948,321.2838152868126
N4BAK,33.8313,-79.0375,N8MIQ,39.3542,-84.375,776.9728831021093,36.62247514769732,-81.61060744007912,323.7533388280299
N4CQR,37.5688,-84.2875,AB3JF,40.8542,-79.625,542.8207856935077,39.234726643986434,-82.01082926703184,46.26040867640495
N4CQR,37.5688,-84.2875,AB4UF,30.8542,-81.625,785.6396036954711,34.218680474667735,-82.90314406823673,161.08239445548793
N4CW,35.9375,-78.625,KC8R,42.6896,-83.0625,841.9635641565931,39.334565846166974,-80.73651477259759,334.43156077477977
N4DPH,34.6041666666667,-87.125,KD0QZR,37.6896,-96.9708,947.6868266024505,36.247760384167854,-91.95081322641157,294.0697218917322
N4DPM,30.7521,-86.5708,WJ3E,40.7292,-80.2083,1248.309490640082,35.782387983410935,-83.58958895163751,25.553633698651083
N4EEB,29.1875,-81.5417,AB4UF,30.8542,-81.625,185.50200527077868,30.020856557370767,-81.58299993008411,357.5428817409127
N4EEB,29.1875,-81.5417,NU4N,37.0208,-88.7083,1096.6008839073272,33.15536529006323,-84.96483692888195,324.4398184950303
N4ESI,28.0208,-80.5417,WD8JLP,39.9375,-82.7083,1339.9240194664196,33.98387322464262,-81.54878865490949,352.0188490537184
N4FV,36.0208,-82.7083,W2_JR1AQN,41.1458,-73.7917,961.1501059077142,38.66786640932428,-78.40950622799767,50.951389714019456
N4FWD,33.5396,-84.9958,K2IAM,42.0208,-79.4583,1060.627778474267,37.8125026393028,-82.38630458579857,25.633451380878626
N4GJM,34.5,-85.0,VA2KLG,46.6938,-71.8875,1745.5590180092888,40.78117362524594,-79.04652691471996,35.10673799970533
N4GWB,33.9104,-84.8292,AE5UV,32.7021,-97.3875,1174.0109171452389,33.46464938072202,-91.15202873205014,266.9167793715689
N4HB,37.8604,-76.2875,NQ6N,41.7313,-88.1208,1097.559670370953,39.94630205604675,-82.0369964115262,296.7817369058823
N4HC,34.09,-83.76,K1PTF,42.9792,-75.875,1201.8092952026616,38.600516073619495,-80.06194496911462,32.35885038777826
N4HC,34.09,-83.76,N7HHS,42.8125,-105.7917,2140.8499881127386,38.96928934530578,-94.10043517391671,303.4327365340038
N4KMC,28.0625,-80.625,PJ2A,12.1199,-68.9117,2150.4927768478105,20.187872308527115,-74.46732986931016,143.17613714402114
N4KP,34.29,-83.83,K0BJR,39.9375,-105.0417,1977.2199537902081,37.589213083915844,-94.03544315053733,294.71279714239205
N4KP,34.29,-83.83,KE8KDH,39.8542,-80.9583,669.0074845920259,37.08074305246513,-82.44687815262873,21.52668410511393
N4KXO,28.9375,-81.7917,K4GO,33.7708,-83.7083,567.3796167075212,31.35770888867353,-82.72535520012546,341.7845335189734
N4LA,35.6521,-79.8375,K1HZ,33.1688,-96.6958,1568.9362301835095,34.70107561234964,-88.39270382644422,264.73709632308794
N4LCC,34.3104,-83.6292,K8SA,38.3188,-82.2375,462.8093048660119,36.31661513321374,-82.95124779318256,15.221034942490348
N4LCH,34.8125,-86.9583,KB0ONH,46.8125,-94.2083,1465.6432082281094,40.86880279722463,-90.25384600054443,337.74251550643044
N4LDF,25.7021,-80.4708,N1GDD,42.7813,-71.5208,2066.643364709009,34.32226369741461,-76.45409830882379,20.992728241353916
N4LDL,34.0625,-80.9583,KC5YSN,41.1875,-82.375,801.9929751580022,37.627112390514576,-81.6326559011685,351.47761368485413
N4LDL,34.0625,-80.9583,KI5WA,31.4375,-97.2083,1545.7007226171982,33.013484565388296,-89.20384824716554,263.617284679847
N4LDL,34.0625,-80.9583,W4STV,28.5,-83.0,648.1904878533568,31.28528252189816,-82.00928399546687,197.95496410149337
N4LU,35.3129,-82.4148,KX4RS,28.6042,-82.125,746.4730054656491,31.95863217259507,-82.26460163984972,177.82300516252474
N4MEC,36.1188,-78.6792,VE5CAF,52.1042,-106.5417,2817.267113510378,44.95034648311316,-90.67655470442472,317.8704003472596
N4MIC,34.4604,-84.4208,W2MGF,40.8188,-73.8292,1168.8562147672512,37.75796914775095,-79.3524991442829,49.681728968627056
N4MIK,35.9813,-84.1292,WQ5C,29.7708,-98.125,1476.1147772123284,33.07141589004183,-91.37369827965975,246.0969390068343
N4MN,35.9021,-78.6375,WB3JSW,40.3813,-78.9625,498.8734463667967,38.14181182764126,-78.79500947774017,356.8335284075961
N4MRM,38.1521,-85.8792,KN2N,43.9813,-75.5958,1077.2181819650639,41.18092673165506,-80.96621127901939,49.760794081998995
N4NO,34.6909,-86.6245,AA2CC,42.7604,-78.7375,1127.2437510490154,38.79174063278937,-82.9044043920595,34.91676321046202
N4NO,34.6909,-86.6245,KB2PNN,40.0688,-80.6875,795.0728698462538,37.416922652845955,-83.76261006379437,39.489215372420745
N4OW,27.2708,-80.375,W3PM,34.7291666666667,-86.7916666666667,1029.8685041119365,31.039613883407956,-83.45755337104067,325.2023790974101
N4PNT,39.0,-77.0,NK0A,46.8542,-97.9583,1908.670897799246,43.405957342306344,-86.80249919154429,304.02176484899513
N4PSH,35.1042,-89.7917,K0XB,32.5,-117.0,2522.7637555417286,34.559677805922554,-103.60685051114521,271.22256134728184
N4PSH,35.1042,-89.7917,K5MFP,33.1604,-96.7875,679.0192857440954,34.18193237979469,-93.32987509010087,253.43137861859128
N4PT,32.3021,-111.1625,K4SPD,34.5,-81.0,2800.2836093771825,34.33004022423988,-96.27654516953692,76.68770097826052
N4PT,32.3021,-111.1625,W0EGS,38.8958,-104.875,927.2066638894421,35.639733063321195,-108.14852564105432,35.997212312166084
N4RCL,35.1042,-80.625,K1SEB,38.3396,-85.5958,570.5489485493399,36.74773580130749,-83.05800596174986,310.5436423676096
N4RV,38.8888,-77.3259,K1BZM,42.0521,-72.7625,522.092979015127,40.492877651256514,-75.09798132262526,46.19686368139202
N4RV,38.8888,-77.3259,KE8SYP,43.0688,-85.5958,834.8260125103179,41.05267263542487,-81.32954561594468,306.46688122874986
N4TB,27.5896,-81.4958,WB8RFB,42.3958,-87.875,1744.5505148778961,35.03409620752274,-84.39499256244014,342.3360251325257
N4TEX,34.9313,-84.7625,W7AMI,43.5896,-116.1875,2851.3994501663633,40.32916458055506,-99.47777509916006,299.23685966557065
N4TL,35.9375,-78.625,KK9O,26.9188,-80.0958,1012.454762181236,31.430245071872513,-79.39584318907616,188.31547467125586
N4TNT,28.0208,-82.5417,VA3WNO,43.2292,-79.7083,1710.0896974118707,35.633217926321365,-81.26055876550129,7.8053465779440785
N4TZ,40.0521,-85.5375,K5ITO,32.5813,-96.8625,1309.4445160386194,36.45023271802233,-91.47261690411517,234.17210840249444
N4UC,34.6688,-86.5625,KF5PQ,30.4104,-90.0625,575.9654967440482,32.55171474386622,-88.35402564279498,215.67407016152285
N4UC,34.6688,-86.5625,KI4FH,27.3188,-82.4708,905.3240582241705,31.009904961739515,-84.4376810656992,153.4082693573007
N4UVR,30.5,-85.0,AB5GC,30.1875,-92.0417,676.5206387910698,30.39096535894646,-88.52647767781085,268.84034296961136
N4VUG,36.1042,-78.625,FG5BZ,16.2292,-61.2917,2796.40662020912,26.426068695675802,-69.20659204144324,137.691192777565
N4VZ,34.0521,-78.8875,KE0EF,39.7688,-105.0875,2404.9105237068898,37.637477066507756,-91.48749266534969,292.9686857542873
N4WDL,32.7292,-86.125,N4DSA,38.0604,-78.8958,883.0853556080498,35.44862812167562,-82.63012983263324,45.81631522942661
N4WDL,32.7292,-86.125,WA4RTE,31.1875,-81.4583,472.40272463286226,31.97969506205362,-83.77205343381011,110.02794015245252
N4WF,26.6,-81.63,WD0U,38.8521,-90.2875,1583.0204326857538,32.80017972061639,-85.65961668552146,331.53148099045796
N4WN,39.5,-76.56,NB2K,38.6396,-77.3458,117.28090437348904,39.07045917042545,-76.95529494470537,215.58738806323578
N4WP,38.63,-77.26,K5KND,30.4375,-97.7917,2083.300895705561,34.96571869483962,-88.03724061137572,250.29366890957596
N4WW,28.7521,-81.4875,K8BHX,41.5688,-83.6458,1438.4547420208762,35.165205056986686,-82.48126425751305,352.7695692892057
N4YCI,33.5,-85.0,KB1VXY,42.1875,-71.5417,1523.0799009586162,38.03512555106335,-78.66978188621903,46.7406216550645
N4YCI,33.5,-85.0,WD0EPV,29.7688,-95.6792,1092.1192902635087,31.74573338220911,-90.44705355241572,250.55833120102488
N4YDH,33.14,-85.36,W9MNC,29.0396,-82.4375,534.0932114248926,31.098037586883944,-83.86720053913237,147.83576097663308
N4YT,34.3542,-83.9583,WV8RDR,39.4375,-78.9583333333333,718.8815277680654,36.92201916403848,-81.54167743067084,36.713047660131224
N5AAS,32.3125,-88.625,K8NU,40.0188,-83.0208,993.1313534378874,36.19823333058934,-85.96096288256085,28.797737010825983
N5AHM,30.4896,-88.9625,K2NRS,41.5021,-74.0208,1813.3981218840313,36.227263902088886,-82.01778470221181,43.44596715070128
N5AJD,32.9688,-96.7958,VE3LON,43.0354,-80.8708,1783.5308769338685,38.27041793356498,-89.38478866995204,46.53894059870839
N5AN,30.1935,-92.0464,AC5Q,34.3188,-88.4875,567.712047912087,32.268618436252034,-90.30740910487947,35.17715310819551
N5AN,30.1935,-92.0464,KF9KV,42.8104,-89.6292,1419.297349059723,36.50800504166975,-90.93668862167466,8.050246873101628
N5AVF,31.4792,-95.375,K8HC,39.3688,-78.1125,1788.928301309029,35.73205560859683,-87.17033606659064,55.8784284271282
N5AW,30.678,-98.3845,K0PWS,38.6042,-90.2917,1149.9942298059727,34.70785370659312,-94.53210779686329,37.792258723821305
N5BFB,33.0208,-96.7083,WA4PLD,36.0208,-84.125,1199.0987470668836,34.68254057062087,-90.5304269807215,70.34838243323168
N5CHL,32.6896,-97.0125,KF5JC,36.0625,-97.625,379.2355643468048,34.37643126093207,-97.3125815448484,351.64771773298236
N5ECM,29.5,-99.0,W8LYJ,39.1688,-76.8375,2292.760938290742,34.836605682993785,-88.56697756086389,56.149987371147176
N5FWB,29.5313,-95.1125,N6VH,32.8125,-116.9583,2106.25363150094,31.637640266794104,-105.8438147781667,285.54328332699026
N5GAH,32.5,-103.0,K5WPN,34.5188,-97.9625,518.1004455133653,33.53489392422552,-100.51065276816327,62.95345156689814
N5GG,33.0208333333333,-97.0416666666667,N8LSU,40.8104,-81.9292,1595.0050677903432,37.15524453855809,-89.8741562981946,52.79651992751434
N5HOT,36.5885,-87.4071,K9PGC,30.4688,-86.6708,683.8861375428539,33.52919392210117,-87.02591004566652,174.06614060169795
N5HOT,36.5885,-87.4071,W4GE,32.8188,-79.8625,806.6763207165479,34.761807705634936,-83.54870425611793,119.09782376251457
N5III,39.1875,-76.7917,W3GLH,41.1104,-80.2458,363.13855049041814,40.16177821017368,-78.49429393117794,307.17069168148777
N5IXA,35.5625,-97.7083,N4TZ,40.0521,-85.5375,1178.6538540365852,37.96407521898892,-91.80867995144509,61.318643822537524
N5IXA,35.5625,-97.7083,WB7ELY,48.5,-123.0,2517.3832439043395,42.72430105807621,-109.04053685147657,312.6563691527816
N5JAR,33.1104,-96.6875,N1REX,44.4375,-69.0417,2689.0271452377915,39.59316410521883,-83.9874776187268,53.97384880200252
N5JS,32.9688,-96.5792,W1MNK,27.8958,-82.2917,1479.7306719054714,30.62754090689211,-89.24857391849753,108.63457960461892
N5KWN,30.32,-95.47,KX9M,43.1313,-88.2125,1562.9613571860643,36.780390493506175,-92.1455985231302,22.308794164046446
N5MEG,30.2907,-92.1127,K9MDW,41.5688,-87.8375,1311.3352942306335,35.94860583991127,-90.12812294017074,15.836387282119915
N5MI,31.8542,-102.375,W2AXR,43.23,-78.9,2412.929619105487,38.12511858482905,-91.54861851494219,51.71813982540965
N5MTJ,31.2708,-85.4583,N8NAV,46.4792,-87.375,1699.0760585488565,38.87887105016873,-86.3134958927658,354.9862702419007
N5PU,30.5625,-89.2083,K9MDW,41.5688,-87.8375,1229.9820083752938,36.06759135724232,-88.57099488723163,5.352649585685299
N5PU,30.5625,-89.2083,NM1Y,41.3542,-72.4583,1920.8949473183363,36.24941257779961,-81.41126222851537,46.7599796485772
N5QN,32.9521,-97.1375,KI7TYH,47.5688,-122.3958,2669.2832754568058,40.945443101885544,-108.37258397509783,314.9544461528909
N5R,34.7521,-92.2669,VE5RLG,52.1104,-106.6875,2244.905319762815,43.65361798576556,-98.42981448215117,333.69379673742066
N5R,34.7521,-92.2669,WB5UDI,30.1875,-95.5417,593.1960550830526,32.48039268373697,-93.94583697847501,212.07925995813824
N5RL,29.4021,-98.4625,K8SQS,43.9021,-123.0208,2702.6531974939135,37.2833439087557,-109.56136176524804,313.3180606547096
N5RLM,30.2292,-92.2083,K5VSD,34.4375,-89.0417,554.42826011837,32.3432329857251,-90.66183147166731,31.61293488177529
N5SD,37.3125,-94.7083,N3JHS,40.5,-75.0,1737.8779425682153,39.32288129773165,-85.07763798666507,72.14481922824751
N5SD,37.3125,-94.7083,WA6MBL,33.5,-117.0,2059.1714942292774,35.922746953731604,-106.12121610087539,264.8128368459609
N5SSC,30.5,-89.0,K2KA,42.6042,-71.4583,2058.058706619781,36.8730569061019,-80.92396449669526,44.33409054291258
N5SW,32.2708,-110.9583,KC9GFR,40.0896,-87.6292,2258.5414665804433,36.75022441656407,-99.88490857756618,60.783577464598125
N5TJ,33.5,-97.0,N3PSU,40.3521,-79.9792,1690.0253405485334,37.2305650959536,-88.8753364451445,58.308072052938996
N5TZH,31.6875,-93.7917,AB9TO,41.8125,-87.625,1251.876262552528,36.78962699312676,-90.91251528997276,24.21082541907674
N5TZH,31.6875,-93.7917,KN4EAR,38.8958,-77.2083,1701.4670151420871,35.57548951191381,-85.87227257316327,57.32272271008213
N5VX,34.7708,-77.4583,AC8NP,41.1104,-83.1708,864.3364228943584,37.97507646035535,-80.19112882540098,326.32449594384747
N5WW,29.6104,-95.6125,AA2AD,41.9188,-79.6292,1981.8442958350495,36.028562449694654,-88.24555626664144,42.021071579170155
N5XE,34.5103,-96.9835,WD0X,37.1896,-93.2792,447.3929230885408,35.86416076621543,-95.16265707575613,47.18321349865789
N5XJ,30.2292,-96.375,AD0YO,39.8521,-105.1292,1332.6710213848348,35.11908634329426,-100.49322635489963,325.7595679270071
N6CKV,38.8542,-121.2083,KM6GUO,38.6313,-122.8875,147.72543698040283,38.74575288641615,-122.04921050862642,260.8675421602982
N6DDG,35.3896,-119.1208,K9TM-4,46.48,-87.66,2890.963494824966,42.01199343331716,-104.74897794400515,55.07167209403019
N6DDG,35.3896,-119.1208,KG5VDC,30.5396,-97.6375,2070.8356023631086,33.42828570249442,-108.080628467393,98.9884401909398
N6DDG,35.3896,-119.1208,KK6NSL,33.0521,-117.2458,311.87667551863694,34.224416234713885,-118.1702904555506,145.9133338192088
N6EB,35.2396,-96.2292,KD2FTA,41.0396,-74.4792,2002.1615033923176,38.64418773814906,-85.79204099438341,64.71309346569456
N6HAS,32.5,-97.0,KD2KEH,42.9688,-78.7958,1972.2405257254782,38.08456786688806,-88.54864101152359,48.62187627651173
N6MB,39.0625,-121.625,AD5IT,33.7688,-89.8125,2891.384212461784,37.48887346990371,-105.16194478646754,91.77334205372239
N6MSY,37.6093,-122.0286,NN6R,33.5,-117.0,644.5606894812062,35.58074318843223,-119.44978789938074,133.6392306518742
N6NEE,38.5813,-121.3708,KJ6MKI,38.3541666666667,-122.791666666667,126.252601660346,38.46987863600603,-122.0823521978829,258.9031407008109
N6PAW,38.3958,-122.875,NR5O,33.7104,-112.1708,1093.2317102473307,36.17218812683632,-117.363042797836,115.19656313193462
N6QQ,33.8604,-118.0458,K5WO,35.1021,-106.6792,1050.3700658098433,34.61311604140132,-112.40493644505932,79.250657923054
N6SRN,34.5,-119.0,K6MLE,38.7291666666667,-120.708333333333,494.33340753436715,36.61762927918219,-119.83072986310653,342.5405359037476
N6SRN,34.5,-119.0,KB7MM,42.3313,-122.7875,930.9547479344373,38.43084543706782,-120.79091739195765,340.40429054320845
N6VH,32.8125,-116.9583,N7SCT,40.5521,-109.5708,1082.887496445399,36.739251793426035,-113.45092650667384,35.27902538472728
N6VYM,34.5,-119.0,W9HM,44.2813,-88.3792,2826.495307167439,40.40421000124295,-104.7915483893702,58.16195857374919
N6XDX,33.1458,-117.2083,KE7UA,35.2292,-89.4583,2554.6580457499695,34.980231203480244,-103.50810597662056,77.01224834218323
N7AB,41.72,-91.78,K8WHA,40.2396,-75.2792,1392.738250888902,41.27508175786735,-83.43636148548634,91.29818093794051
N7AB,41.72,-91.78,W8ASA,39.6458,-84.125,685.1562613208741,40.74613944857208,-87.89284979302263,107.13683432954133
N7AG,45.48,-122.69,AA2UP,32.3542,-106.7083,2003.0663760585064,39.18823624840978,-113.9520832935344,131.22728045387362
N7AY,43.6875,-116.5417,KA6LEX,33.6042,-117.7083,1125.7454658865938,38.64729103042114,-117.1661484014245,185.53579950680097
N7BC,47.4604,-122.6458,N5AVF,31.4792,-95.375,2913.2297582808997,40.26460704029482,-107.40424912185412,117.73713550139439
N7DK,33.6042,-111.875,K9BZ,39.2292,-121.0417,1030.5751046087614,36.50429657000905,-116.29188756208644,309.98495179070346
N7ELL,33.4021,-111.9208,KI7RUF,43.6042,-111.9583,1134.4264184026813,38.50315148716527,-111.93821849737633,359.8466895630873
N7FJC,45.4396,-122.5208,K8OM,42.0625,-91.625,2494.112044195197,44.80390294967324,-106.62606870482865,87.57363432187083
N7FUL,29.35,-98.11,K0GUN,36.8542,-93.7917,926.0234417538306,33.12068526386511,-96.04320738213659,24.581142395369625
N7GVV,41.218,-85.7957,N5OK,35.4375,-97.9583,1238.6937983372623,38.4849035093994,-92.12063163848664,242.68194011897268
N7HTS,41.14,-104.79,K7PRT,40.8542,-115.7917,923.2343135029071,41.12808692070988,-110.3028117907861,271.6497565919627
N7HTS,41.14,-104.79,KE0GHU_QRP,38.9375,-94.7917,885.1196740976263,40.14630830757031,-99.70989817427323,102.79105689934454
N7HTS,41.14,-104.79,VA5DAK,52.1729,-106.6292,1234.6985503196574,46.6600953029135,-105.61548840505777,354.13401038356636
N7HTS,41.14,-104.79,VE3OIJ,45.3604,-75.6792,2390.222641492426,44.182591465556044,-90.75024720588154,68.88785657244438
N7HTS,41.14,-104.79,WA9WSJ,43.6396,-116.2625,981.391221156314,42.532992213497984,-110.41163436002192,290.25786242104266
N7IY,44.1021,-123.1292,KF7FBF,47.6875,-122.291666666667,403.9055711438228,45.89556401216625,-122.72395635389837,8.934994472072617
N7JCO,41.5,-113.0,AB4EJ,33.4313,-87.5875,2404.468980628604,38.15161271508863,-99.59550299660329,103.63222207823253
